popularity_log,streams_log
4.025351691,15.61269363
4.17438727,16.06325523
4.127134385,16.25849009
4.17438727,16.14298161
4.043051268,15.58223509
4.158883083,16.20908086
3.871201011,15.24688081
3.951243719,15.25196415
3.871201011,15.02077633
4.189654742,17.09529275
4.204692619,16.8343046
4.219507705,17.08480307
4.094344562,15.56426927
4.025351691,15.44639602
4.17438727,16.28931076
4.143134726,16.10582335
4.110873864,16.42686196
4.127134385,15.92677278
3.951243719,15.57412939
4.043051268,15.82067417
3.663561646,13.2100427
3.951243719,15.27824615
4.248495242,17.14987627
3.850147602,15.65822055
3.951243719,15.3023109
4.077537444,15.70848275
3.988984047,15.25973415
3.970291914,15.55023961
3.871201011,15.53245524
4.158883083,16.30235208
4.025351691,15.70913338
4.143134726,16.31378924
3.951243719,15.43930788
4.262679877,17.38883176
4.007333185,15.2987145
4.234106505,16.65278301
3.931825633,15.3774874
4.189654742,16.74706366
3.951243719,15.40234697
3.931825633,15.21441631
0,9.551444721
4.077537444,15.75445464
4.143134726,16.48163691
3.951243719,15.53969847
4.007333185,15.21568736
3.496507561,12.69948758
4.17438727,15.95512144
3.951243719,15.22452974
4.060443011,15.81838175
3.970291914,15.32200392
3.784189634,13.89356452
4.025351691,15.77778957
4.025351691,15.88258165
3.465735903,12.7619701
4.025351691,15.53096495
4.094344562,15.65153202
4.276666119,17.50026092
4.007333185,15.50798546
4.077537444,15.70378448
3.850147602,15.24608254
3.891820298,15.52510018
4.025351691,15.46302776
3.871201011,15.58839297
0,8.906799884
4.043051268,15.82007094
3.80666249,14.06326008
4.17438727,16.37642826
4.043051268,15.54426793
3.970291914,15.59273845
4.025351691,15.51164108
4.043051268,15.66065517
4.394449155,20.62619337
1.098612289,9.123910644
4.477336814,21.17657201
4.382026635,18.25929844
2.890371758,11.23768567
4.394449155,20.63990407
4.477336814,21.22920019
4.418840608,20.79518958
4.304065093,17.58487306
4.369447852,18.35455291
4.248495242,16.92638389
4.406719247,20.72400355
4.276666119,17.38613367
4.317488114,17.54858573
0,8.801770449
4.262679877,17.23284854
4.343805422,18.09135665
4.343805422,18.27407937
0,9.145375093
4.33073334,17.75607078
4.276666119,17.25878508
0,9.001346244
4.17438727,16.37297156
4.276666119,17.51496517
4.276666119,17.52702377
4.219507705,16.9824362
4.204692619,17.15119597
4.317488114,17.38703527
4.189654742,16.81771966
4.356708827,17.84640799
4.304065093,17.52202036
4.33073334,18.32018332
4.290459441,17.6632987
4.234106505,17.08293317
4.382026635,17.91296689
4.158883083,15.96773998
0,9.201703179
4.094344562,15.62797062
4.143134726,16.12639898
4.219507705,17.1793488
4.290459441,17.28837924
4.110873864,16.08625177
4.17438727,16.05788121
4.094344562,15.50393376
4.394449155,20.73274596
4.110873864,16.01830758
4.043051268,15.71888743
4.204692619,16.88089151
4.33073334,17.92291135
4.234106505,16.94105628
4.060443011,15.59148425
4.219507705,17.2092724
4.007333185,15.2710343
4.234106505,16.70363307
4.17438727,16.23941881
4.189654742,16.55553509
4.290459441,17.40229995
4.204692619,16.98445301
0,9.425209787
4.158883083,16.28065182
4.189654742,16.99985311
4.127134385,16.39690805
4.219507705,16.75115323
4.204692619,16.53974961
4.189654742,16.70236057
2.708050201,10.76396955
4.276666119,17.39133945
4.290459441,17.50644036
4.094344562,15.56101734
4.356708827,17.94675919
4.094344562,15.756759
4.262679877,17.49313853
4.189654742,16.77904991
4.356708827,17.82178729
4.262679877,17.51271214
4.143134726,16.47823482
4.17438727,16.26649195
4.219507705,16.98721117
4.127134385,16.30004964
0,9.515985145
4.17438727,16.18214349
4.007333185,15.32552474
4.025351691,15.60593113
4.143134726,16.38652349
4.204692619,17.05898311
4.304065093,17.46803464
4.248495242,17.17340495
3.80666249,13.82410155
4.060443011,15.83975673
4.127134385,16.31912954
4.007333185,15.44983443
3.988984047,15.31128446
4.110873864,16.49463913
4.262679877,17.71938362
4.110873864,16.1890974
0,9.350884617
4.077537444,15.51596837
4.276666119,17.66122727
4.094344562,15.63839169
4.060443011,15.74806955
4.219507705,17.12761072
4.077537444,15.68970556
4.025351691,15.65169879
4.17438727,16.23591211
4.060443011,15.62246401
4.060443011,15.78316473
4.143134726,16.30633732
4.025351691,15.73916765
4.007333185,15.58164465
4.110873864,16.39534898
4.189654742,16.96381983
4.043051268,15.63488714
4.043051268,15.65235429
4.304065093,17.30635484
4.219507705,17.16734699
4.127134385,16.18911323
4.204692619,16.77006572
4.143134726,16.39977117
4.158883083,16.45300467
4.158883083,16.08476139
4.248495242,16.84123639
3.951243719,15.5011861
4.17438727,16.42847219
4.060443011,15.64492606
4.204692619,17.19317469
4.127134385,16.01289723
4.060443011,15.78972602
4.158883083,16.37768553
4.025351691,15.77514185
4.043051268,15.60298185
4.110873864,15.91635027
4.143134726,16.09459772
4.143134726,16.01431799
0,9.160519677
0,9.324918277
4.143134726,16.2225544
4.343805422,18.39766622
4.204692619,16.82823622
4.276666119,17.37400723
0,9.002577923
3.663561646,13.49546644
4.204692619,16.95599777
4.060443011,15.80737584
4.077537444,15.7902708
4.158883083,16.50918729
3.951243719,15.4816503
4.262679877,17.41657915
4.025351691,15.85777359
4.304065093,17.34335216
4.248495242,17.01198317
4.127134385,16.48430733
4.158883083,16.43155745
0,8.695674049
3.970291914,15.37791913
0,9.223848722
4.127134385,16.03167868
3.80666249,14.05193276
4.060443011,15.62190984
4.094344562,15.88572693
2.48490665,10.41544254
3.951243719,15.58656022
3.871201011,15.5730824
4.17438727,16.23566035
0,8.915432254
3.988984047,15.49625243
4.143134726,16.34848362
4.007333185,15.41615815
4.204692619,16.83949918
4.290459441,17.28786951
4.060443011,15.8500541
0,8.962904128
3.988984047,15.4351063
0,9.519074291
4.110873864,16.04795212
4.060443011,15.7556067
3.970291914,15.21302029
3.951243719,15.28554042
4.043051268,15.89116594
3.931825633,15.5876238
4.127134385,16.22375068
4.060443011,15.77182808
0,8.961366061
0,9.36400522
4.110873864,16.37724329
0,9.368113056
3.871201011,15.39383276
3.970291914,15.20992784
3.951243719,15.25587588
0,8.648046
3.931825633,15.56596007
0,9.420114956
4.219507705,16.823113
4.189654742,17.15502894
4.219507705,16.9525949
0,8.681181042
4.17438727,15.91828025
3.951243719,15.27865832
4.077537444,15.47987368
4.025351691,15.58140489
3.970291914,15.25106735
3.970291914,15.58547149
4.442651256,20.86812852
4.418840608,20.68633639
4.369447852,17.730133
4.442651256,20.8253886
4.33073334,17.86619547
4.304065093,17.35615699
4.369447852,17.78344241
4.276666119,17.70828063
1.945910149,10.202777
4.356708827,17.89931849
4.394449155,20.55483716
1.098612289,8.848939995
4.110873864,16.05114901
4.290459441,17.23010141
4.276666119,17.46431487
4.276666119,17.66392594
4.369447852,18.39582111
4.248495242,17.01183672
4.276666119,17.72304165
4.204692619,16.99754682
4.304065093,17.27589256
4.043051268,15.46492986
4.406719247,20.83203647
4.304065093,17.56251948
4.343805422,18.3551695
4.219507705,17.09709159
4.17438727,16.30895193
4.248495242,16.82132261
4.234106505,17.09432179
4.204692619,16.67380691
4.189654742,16.75897132
4.158883083,16.45996686
4.33073334,18.13169486
4.356708827,18.06326701
4.043051268,15.45808204
4.262679877,17.49610942
4.290459441,17.59172504
4.262679877,17.63106341
2.397895273,10.55724401
4.17438727,16.45878804
4.304065093,17.7055414
4.158883083,16.15601003
4.143134726,15.99581626
4.060443011,15.79930743
1.945910149,9.802893437
4.234106505,17.07300237
4.158883083,16.17944979
0,9.597777278
1.609437912,8.592115118
4.127134385,16.3435388
4.127134385,16.22006822
4.189654742,16.63239645
4.143134726,15.92495522
4.143134726,16.22025658
4.262679877,17.34480847
4.234106505,17.12869865
4.234106505,17.01606635
4.189654742,17.16427663
4.094344562,15.80710578
4.127134385,15.92053712
4.110873864,15.89506484
4.189654742,16.66395954
4.158883083,16.429627
4.143134726,16.38900263
4.276666119,17.43430043
4.127134385,16.12862156
4.158883083,16.14646336
4.110873864,15.92354016
4.343805422,18.1355361
4.219507705,16.57194455
4.127134385,16.25566632
4.204692619,17.17621773
4.060443011,15.46632916
4.043051268,15.6003441
0.693147181,9.318387276
4.248495242,16.67432698
4.248495242,16.98979529
4.025351691,15.63217172
4.189654742,16.96655828
4.143134726,16.43444273
4.110873864,16.0998831
4.094344562,15.68414495
4.127134385,16.0737142
4.077537444,15.63370308
4.143134726,15.93250291
4.077537444,15.77389755
4.110873864,16.48861763
4.158883083,16.21086524
4.094344562,15.65782799
4.219507705,16.68153834
4.204692619,17.13383645
1.791759469,9.900733764
3.912023005,15.47694834
0,9.283219017
4.060443011,15.70309901
4.007333185,15.54826568
0,8.787983396
4.077537444,15.65347829
4.060443011,15.61207181
4.158883083,15.93348893
4.143134726,16.48237919
4.110873864,16.27848588
4.276666119,17.65196004
4.204692619,16.67638576
4.290459441,17.22440918
4.043051268,15.82778185
3.970291914,15.49330949
4.077537444,15.83943503
4.17438727,16.06332833
4.143134726,16.1304117
4.077537444,15.78656214
4.17438727,16.45372296
4.290459441,17.65753633
4.248495242,17.20853396
3.784189634,14.12401679
4.007333185,15.45382257
4.060443011,15.8141476
3.931825633,15.59790044
1.098612289,8.797397374
4.17438727,16.33904736
3.912023005,15.30998398
4.127134385,16.21577992
4.17438727,16.22900883
4.094344562,15.77318806
4.204692619,17.13138024
3.988984047,15.58277615
4.17438727,16.20844884
4.234106505,16.81300672
4.219507705,17.01749553
4.110873864,15.95434396
4.189654742,16.99550841
3.988984047,15.25063246
4.060443011,15.83957403
4.143134726,16.05252332
3.970291914,15.29584111
4.143134726,16.01237251
4.17438727,16.31683331
0.693147181,9.413117937
4.110873864,16.41069959
4.204692619,16.88809252
4.17438727,16.11140854
3.988984047,15.37399091
4.219507705,16.72579888
4.248495242,16.89649221
4.110873864,16.238577
4.158883083,16.4142033
4.007333185,15.40463964
4.060443011,15.53394278
4.127134385,15.95232792
4.189654742,17.05270163
4.189654742,17.11789583
4.060443011,15.44873355
3.931825633,15.45061602
4.094344562,15.80641046
4.276666119,17.30448659
4.189654742,16.57941474
4.158883083,16.23987691
3.33220451,12.57353124
4.007333185,15.45771184
4.33073334,18.23340483
4.110873864,16.19965951
3.871201011,15.56729212
4.143134726,16.14382197
3.970291914,15.35539944
3.988984047,15.43705588
3.80666249,14.02931302
3.912023005,15.55469082
0,9.082507
4.077537444,15.78491148
4.234106505,17.17724918
4.143134726,16.11466347
3.988984047,15.30803998
4.204692619,17.12152633
4.219507705,16.86981966
3.931825633,15.58181255
4.043051268,15.83849642
4.060443011,15.62039715
4.043051268,15.49890853
3.912023005,15.69816167
3.912023005,15.32305837
3.970291914,15.53204851
0,9.059750013
4.219507705,16.88224979
4.189654742,17.13020494
4.043051268,15.74507193
4.025351691,15.52177132
4.025351691,15.82448752
4.234106505,16.61062552
3.970291914,15.41844134
4.060443011,15.47808612
0,8.80267284
4.143134726,16.08597259
4.110873864,16.22962907
4.158883083,15.96156113
3.912023005,15.45018201
4.17438727,16.43961109
3.988984047,15.5179345
4.262679877,17.60583624
4.007333185,15.24142964
0.693147181,8.724857556
4.406719247,20.60547307
4.418840608,20.5268696
0.693147181,9.515174503
4.369447852,17.74087959
4.442651256,20.84257353
4.143134726,16.48952244
4.418840608,20.75924215
4.406719247,20.78935592
4.304065093,17.65214848
4.394449155,20.89131918
4.219507705,16.77363037
4.290459441,17.35092544
4.304065093,17.43421856
4.219507705,16.55022359
4.276666119,17.60264415
4.248495242,16.84264925
4.369447852,17.87602665
0.693147181,9.431241411
4.343805422,18.40493132
4.304065093,17.22757877
4.290459441,17.61855654
4.343805422,17.75898779
0,8.719317376
4.304065093,17.30978879
4.356708827,17.8266694
4.276666119,17.24844915
4.204692619,17.21250291
4.304065093,17.45608866
4.276666119,17.71928526
4.33073334,18.34921712
4.234106505,16.64138699
4.356708827,17.89414085
4.317488114,17.51013411
2.708050201,10.33996671
4.290459441,17.71168977
4.248495242,17.13655199
2.397895273,10.45264888
4.234106505,17.15055286
4.043051268,15.87307554
0,9.495143304
4.219507705,16.5249916
0,9.37041632
4.189654742,16.77694425
4.158883083,16.44895387
4.290459441,17.33411553
4.262679877,17.71142508
4.094344562,15.44159672
4.158883083,16.1085142
4.17438727,15.92533241
4.158883083,16.07889661
4.343805422,18.23754512
4.262679877,17.5410554
4.219507705,17.05790742
4.158883083,16.29430934
4.094344562,15.78961881
4.17438727,16.27406048
4.204692619,17.19625476
4.369447852,18.36950501
4.043051268,15.85063782
4.369447852,17.84388833
4.043051268,15.57396692
4.110873864,16.47910725
4.094344562,15.79558111
4.219507705,16.60972745
4.343805422,18.24209017
4.290459441,17.55911406
4.158883083,16.16371412
4.127134385,16.24923382
4.304065093,17.43874803
4.304065093,17.32606034
4.248495242,16.80691578
4.143134726,16.19535045
4.060443011,15.86901615
4.219507705,17.15519265
4.060443011,15.80209503
4.17438727,16.26557185
4.290459441,17.41372496
4.043051268,15.73313601
3.988984047,15.51255121
0,9.418085981
4.127134385,16.13084701
0,9.30054664
4.158883083,16.22080963
4.248495242,16.9243201
4.204692619,16.54517899
4.077537444,15.67488709
4.158883083,16.19548484
4.290459441,17.67920908
4.394449155,20.88145722
4.158883083,16.01078524
4.276666119,17.53519401
4.143134726,16.29838205
4.158883083,16.48422017
4.317488114,17.29186869
4.262679877,17.57931426
4.33073334,17.88260762
4.234106505,16.80623843
4.158883083,16.49152099
4.094344562,15.47103193
4.110873864,16.35276603
4.158883083,16.49325343
4.094344562,15.82493889
4.127134385,15.97731243
3.988984047,15.60629172
0,9.582937876
4.077537444,15.76855888
4.077537444,15.84214872
4.077537444,15.56678166
4.17438727,16.44965821
4.094344562,15.73216637
0,9.468542139
4.127134385,15.91321433
3.891820298,15.30066538
4.077537444,15.4345221
4.33073334,18.03013363
4.17438727,16.09901181
4.077537444,15.49881659
4.204692619,16.92866589
4.077537444,15.85658464
4.290459441,17.29703384
4.158883083,16.35869146
4.234106505,16.55981702
4.276666119,17.437369
0,9.279399908
4.17438727,16.27337389
4.094344562,15.83527826
3.970291914,15.57092981
3.850147602,15.10231022
2.564949357,10.77132306
4.060443011,15.68133661
3.988984047,15.37251895
4.234106505,16.62484656
4.007333185,15.20627815
4.060443011,15.74596865
3.828641396,15.70102157
4.189654742,17.15363671
4.143134726,16.00307451
4.025351691,15.74859886
3.912023005,15.74490478
4.189654742,16.81959986
4.143134726,16.08899202
4.234106505,16.62641159
4.025351691,15.79314374
4.127134385,16.38135751
4.204692619,17.20728263
4.007333185,15.27837792
4.204692619,16.92383111
4.17438727,16.10846684
4.007333185,15.26152749
4.234106505,16.79422784
4.204692619,16.95576629
4.094344562,15.53651775
3.970291914,15.46243749
4.007333185,15.38096544
0,8.721113148
4.060443011,15.8746004
3.988984047,15.36846637
4.094344562,15.78346647
4.110873864,16.12693774
3.850147602,15.20552424
4.043051268,15.82281156
4.219507705,16.83467489
4.127134385,16.47196061
3.850147602,15.69596413
3.912023005,14.96261455
4.158883083,16.13734185
0,9.49912184
3.970291914,15.2658634
4.127134385,16.23360179
4.043051268,15.57124001
4.007333185,15.44965981
4.189654742,17.11948868
4.043051268,15.80910495
0,9.514879561
3.951243719,15.38831415
4.219507705,16.76304579
4.189654742,16.63228104
3.988984047,15.43279183
0,9.456184309
3.951243719,15.2584364
1.791759469,10.27294545
4.189654742,16.81334203
4.17438727,16.0654097
4.304065093,17.46597675
3.988984047,15.40104955
0,9.505469645
3.891820298,15.13698663
3.850147602,15.67084637
4.204692619,16.55923622
4.158883083,16.37578045
3.555348061,12.68349246
3.970291914,15.56452918
4.025351691,15.71078644
4.189654742,16.74504608
4.158883083,16.485215
4.110873864,16.49306093
4.025351691,15.5132247
4.158883083,16.12631657
4.127134385,16.07181294
4.406719247,20.56348247
4.219507705,16.5922532
4.219507705,17.03644047
4.369447852,17.99061714
1.386294361,9.131838144
4.442651256,20.86202375
4.394449155,20.68399397
4.304065093,17.68994386
4.369447852,18.01595437
4.430816799,20.84449445
4.262679877,17.70122156
4.356708827,17.95180611
4.418840608,20.87084628
4.317488114,17.6536344
4.356708827,18.03681299
4.369447852,18.19286149
4.356708827,18.41060004
1.386294361,9.322865163
4.290459441,17.53189313
4.356708827,17.88329456
0,9.441531455
4.262679877,17.67621871
4.262679877,17.63532728
4.234106505,16.90050558
4.204692619,16.91423556
4.290459441,17.48797731
4.276666119,17.44159903
4.369447852,18.32921657
4.317488114,17.55894309
4.043051268,15.74166032
4.276666119,17.44816542
4.290459441,17.3602751
4.276666119,17.41124283
4.127134385,16.30659658
4.17438727,16.45899301
4.262679877,17.21972239
4.204692619,16.97621793
4.143134726,15.9801185
4.304065093,17.37950046
4.189654742,16.99488002
4.17438727,16.51191251
4.204692619,17.16447996
4.33073334,18.19664876
4.234106505,16.96923823
4.304065093,17.44603564
4.276666119,17.50738086
4.290459441,17.38739896
4.248495242,17.04965293
4.262679877,17.41912938
4.158883083,16.51978852
4.204692619,16.58915173
4.262679877,17.31282071
4.17438727,15.92985557
4.043051268,15.65956452
4.343805422,18.41042029
4.234106505,16.66164042
4.219507705,16.72750181
4.189654742,16.88104964
4.262679877,17.58857161
4.418840608,20.56832739
4.110873864,16.06995265
4.234106505,16.60966854
4.17438727,15.91757513
4.248495242,17.07239197
4.219507705,16.73131016
4.143134726,16.06189476
4.418840608,20.74198825
4.262679877,17.65566376
3.555348061,13.0839967
4.127134385,16.33620559
4.317488114,17.55034296
4.060443011,15.82831551
4.110873864,16.44449807
4.234106505,16.71989101
4.262679877,17.55347982
4.204692619,17.0886514
4.276666119,17.70526656
4.007333185,15.21699152
4.060443011,15.77361378
4.110873864,15.97829309
4.290459441,17.6644414
4.290459441,17.41786684
4.077537444,15.76920774
4.189654742,17.1042986
4.060443011,15.64104582
4.234106505,16.58679662
4.290459441,17.4631669
4.204692619,17.11677305
4.369447852,18.37296994
4.17438727,16.18469065
4.077537444,15.88116588
4.143134726,16.40684176
4.158883083,16.27087425
4.189654742,16.74856184
4.189654742,16.95009358
4.17438727,16.04073944
4.060443011,15.44311073
4.33073334,18.42013448
3.912023005,14.96863976
4.110873864,16.36332088
4.290459441,17.54171874
4.127134385,15.9493019
4.143134726,16.0619597
4.290459441,17.6069647
4.17438727,16.1728836
4.025351691,15.71216323
4.234106505,16.88389028
4.077537444,15.77728787
4.406719247,20.7818508
4.17438727,16.37793003
4.394449155,20.57862857
4.276666119,17.70405153
4.204692619,16.60522345
4.204692619,17.20748723
4.317488114,17.44583966
4.317488114,17.37218485
4.17438727,15.9963555
4.077537444,15.79587596
4.143134726,16.3476018
4.343805422,18.3045565
4.094344562,15.76270132
4.234106505,16.64947274
4.143134726,16.40843666
4.158883083,16.33182898
3.970291914,15.28290922
4.262679877,17.67203102
4.077537444,15.69869783
3.828641396,15.36384681
4.219507705,16.74553771
3.951243719,15.30792532
4.189654742,16.79674926
4.276666119,17.52989115
4.043051268,15.72776228
4.189654742,16.69882934
4.158883083,16.1031417
4.077537444,15.74525895
4.077537444,15.84450516
4.219507705,17.07566475
4.158883083,16.26203875
4.262679877,17.44194314
4.204692619,17.00214749
4.158883083,16.21398739
4.204692619,17.07197322
4.094344562,15.87517417
0,8.842604481
4.17438727,16.2222506
4.077537444,15.52410542
4.110873864,15.99166289
0,9.354180942
4.234106505,16.91807205
4.094344562,15.64662439
4.110873864,16.21229531
4.025351691,15.68243563
3.970291914,15.35200739
4.189654742,16.59759753
4.060443011,15.61865085
4.248495242,16.8811545
4.094344562,15.62516299
4.127134385,16.33453478
4.043051268,15.85257838
4.17438727,16.18443062
4.043051268,15.78118188
4.204692619,16.82981573
0,9.287116211
0,9.000113046
4.110873864,16.40485793
4.276666119,17.39899658
4.127134385,16.44440492
4.043051268,15.80436716
4.025351691,15.61473774
4.094344562,15.79589625
4.219507705,17.12264657
4.094344562,15.8847712
4.077537444,15.64863779
3.988984047,15.20208838
3.988984047,15.41676951
4.248495242,17.11350155
4.007333185,15.45215246
0,9.400960732
4.043051268,15.67215693
4.17438727,16.17889212
3.951243719,15.49988431
4.025351691,15.78454875
4.043051268,15.81124775
4.248495242,17.19040277
4.17438727,16.45507033
4.094344562,15.78357128
4.094344562,15.84110621
4.143134726,16.42870004
4.043051268,15.79029342
4.158883083,16.37459227
4.143134726,15.99101382
4.143134726,16.11629553
0.693147181,9.466222132
0,9.600556469
4.143134726,15.93522382
4.043051268,15.74400856
4.158883083,16.30809722
0,8.866017399
3.912023005,15.0318644
4.304065093,17.52408842
2.772588722,11.11174616
4.394449155,20.81991452
4.33073334,17.79799706
4.33073334,17.81341345
4.304065093,17.58390189
4.356708827,17.75654171
4.356708827,18.30163056
4.317488114,17.53059416
4.290459441,17.64221613
4.382026635,18.31661128
4.290459441,17.36834017
4.248495242,16.71554108
4.304065093,17.23830011
4.394449155,20.73335667
4.406719247,20.64569703
4.317488114,17.30479394
4.276666119,17.22980404
4.290459441,17.52513026
1.386294361,9.563950625
4.343805422,18.11255581
4.33073334,17.75439563
4.248495242,17.17072766
4.158883083,16.38817355
1.791759469,10.20236918
4.248495242,16.63718773
4.343805422,18.21607069
4.234106505,17.17069744
4.204692619,17.04515044
0,9.174816816
4.248495242,16.91842067
0,9.401704257
4.262679877,17.61659597
4.262679877,17.44059796
4.262679877,17.48167456
4.219507705,16.61090291
4.204692619,17.00419563
1.098612289,8.785080637
4.143134726,16.05435425
4.204692619,16.59464053
4.248495242,16.64822466
4.262679877,17.67634071
4.17438727,16.50158969
4.304065093,17.43523994
4.143134726,16.14564574
4.369447852,17.7755821
4.189654742,16.99465642
4.276666119,17.24590687
4.234106505,17.21496819
4.204692619,17.055148
4.276666119,17.56447967
4.17438727,16.43216509
4.276666119,17.68229458
4.276666119,17.55315356
4.204692619,16.58281346
4.143134726,16.36075661
4.276666119,17.71471473
0,9.398809659
4.343805422,18.0424665
4.158883083,15.95254189
3.970291914,15.27086236
4.290459441,17.46487427
4.127134385,15.97904873
4.234106505,16.57599349
4.17438727,16.02614044
4.290459441,17.66346128
4.127134385,16.09410086
4.143134726,16.15680258
0,8.86517042
4.17438727,16.03470611
4.17438727,15.93974739
4.234106505,16.74467601
4.17438727,16.02251692
4.33073334,18.37189062
4.158883083,16.36336814
4.158883083,16.13483103
4.110873864,16.30938091
0,9.00797936
4.094344562,15.5696893
4.094344562,15.83279833
4.276666119,17.57301938
4.127134385,16.25139143
4.204692619,16.88610102
4.007333185,15.48716918
4.234106505,17.10496693
3.784189634,14.08785333
4.248495242,16.91991296
4.248495242,16.62462279
4.110873864,16.39381647
4.127134385,15.96367303
0,9.371863806
4.043051268,15.8066919
4.33073334,18.2822386
4.33073334,17.99442225
4.276666119,17.68905981
0,8.981052986
1.791759469,10.26569715
4.127134385,15.98539523
4.204692619,17.00274933
4.060443011,15.80050212
4.189654742,16.84628048
4.025351691,15.86620547
4.110873864,16.28242396
0,8.978408315
4.234106505,16.56884536
4.110873864,16.1991449
4.189654742,16.95655231
4.158883083,16.38208651
4.17438727,16.37087163
4.077537444,15.77758057
4.077537444,15.70086981
3.970291914,15.48169244
4.158883083,16.06190258
0,9.226312141
4.110873864,16.320936
4.17438727,16.41593702
4.110873864,16.32766477
3.688879454,13.57022492
0,9.438192819
0,9.269834944
4.007333185,15.53767823
4.143134726,16.45667681
4.094344562,15.82977151
4.127134385,16.09987394
4.143134726,16.24299985
0.693147181,9.139917908
4.189654742,17.05798064
4.158883083,16.21357045
4.043051268,15.70309265
4.189654742,17.01486112
4.317488114,17.510268
4.043051268,15.74928956
4.204692619,16.69588641
4.248495242,17.15822278
4.234106505,16.90552821
4.262679877,17.41425207
4.17438727,16.23319643
4.077537444,15.52858696
4.060443011,15.74226133
4.219507705,16.69397419
4.094344562,15.46654847
4.248495242,17.07304898
4.262679877,17.72032041
0,9.401456476
4.094344562,15.68066902
4.143134726,16.49687299
1.386294361,8.71964412
4.143134726,16.025455
4.043051268,15.75454153
4.043051268,15.63233639
0,8.835064935
4.304065093,17.23730078
4.077537444,15.89368968
3.891820298,15.46433878
4.043051268,15.84592768
4.094344562,15.46508953
4.060443011,15.68975882
4.17438727,16.00512514
4.094344562,15.87130968
3.951243719,15.3514128
4.060443011,15.42504107
4.382026635,18.38314267
4.007333185,15.30219897
4.110873864,15.99487481
4.248495242,17.03558682
4.094344562,15.80995587
4.143134726,16.3872421
4.143134726,16.47607271
4.276666119,17.70762432
4.077537444,15.60273359
4.007333185,15.32473845
4.17438727,16.02199029
4.234106505,17.02282282
0,9.565704457
4.007333185,15.57453796
4.262679877,17.37838434
4.043051268,15.60415869
4.143134726,16.45866683
4.204692619,16.56228295
3.988984047,15.46486567
4.025351691,15.6506837
3.891820298,15.535086
4.077537444,15.82680106
4.060443011,15.67705554
4.043051268,15.75963468
4.158883083,16.00234524
3.891820298,15.4472871
4.189654742,16.58478699
